adoption_rate,seed,crash_freq_Carrot,price_volatility_Carrot,equilibrium_score_Carrot,mean_profit_Carrot,loss_rate_Carrot,crash_freq_Leek,price_volatility_Leek,equilibrium_score_Leek,mean_profit_Leek,loss_rate_Leek,crash_freq_Tomato,price_volatility_Tomato,equilibrium_score_Tomato,mean_profit_Tomato,loss_rate_Tomato,crash_freq_Cabbage,price_volatility_Cabbage,equilibrium_score_Cabbage,mean_profit_Cabbage,loss_rate_Cabbage,crash_freq_Big Onion (Local),price_volatility_Big Onion (Local),equilibrium_score_Big Onion (Local),mean_profit_Big Onion (Local),loss_rate_Big Onion (Local)
0.5,5,0.0,0.08793873627000749,0.9768950668939901,18853095.45093474,0.0,0.0,0.0812511331672603,0.9751584995030621,13853045.540200537,0.0,0.0,0.06122684400215739,0.9795692341790194,16751527.257510627,0.0,0.0,0.10439415579647622,0.9707602946857176,10815392.60626741,0.0,0.0,0.05471941534291186,0.9816936940376705,49812434.486055724,0.0
0.5,6,0.0,0.09642326718631485,0.9714085841614174,19147422.448857877,0.0,0.0,0.10965265160269723,0.9638288078817857,14126933.582961703,0.0,0.0,0.11212436253527142,0.9712673841858658,17631744.947455198,0.0,0.043478260869565216,0.11964163251329094,0.9739684343494078,10992002.26663871,0.0,0.0,0.10934275972556343,0.9713793585845996,49004347.479669005,0.0
0.5,7,0.0,0.07385836872481176,0.9826891131957912,18810336.231404454,0.0,0.0,0.09076366144350104,0.9781705148372181,13665643.73238949,0.0,0.0,0.06979399319317632,0.9796202832304365,17445394.52264062,0.0,0.0,0.08782418416292115,0.9767500635784431,10612595.081052445,0.0,0.0,0.061542448454914585,0.9821684004678395,50656931.54564226,0.0
0.5,8,0.0,0.06788699474294434,0.9792094087531386,19720066.831868723,0.0,0.0,0.10666105014060989,0.972978705592535,13728897.703856533,0.0,0.0,0.1115362601547182,0.9686032400099703,18140364.299990643,0.0,0.0,0.11363283356521205,0.9718496677596277,10657533.067354748,0.0,0.0,0.12827879687445914,0.9617514193026495,50013132.77492696,0.0
0.5,9,0.0,0.06642838684470373,0.9811751774204044,19189978.39929269,0.0,0.0,0.0839133856226803,0.9752000737654472,14675119.852683052,0.0,0.0,0.10191294531673376,0.9690447657033614,17179574.32441591,0.0,0.0,0.10408540668480931,0.9697361362026747,10991948.06130945,0.0,0.0,0.0736188220180733,0.9755001242080659,51050789.32172408,0.0
0.7,0,0.0,0.05734360929569519,0.9828652050484287,18859915.19280571,0.0,0.0,0.09023707682853262,0.9702564362613199,14765941.230565637,0.0,0.0,0.06993586626011963,0.979977391787021,18409121.80639185,0.0,0.0,0.057324199915297025,0.9819765210744599,10595755.965063045,0.0,0.0,0.10499403257576621,0.9678617133431363,52011434.38535541,0.0
0.7,1,0.0,0.08986796345454945,0.9752282452319742,19542118.504617866,0.0,0.0,0.06360804269826707,0.9820731301940615,13992839.894147068,0.0,0.0,0.06937568950857469,0.9752478449016934,17069917.530609608,0.0,0.0,0.07876973203460036,0.9696677981778873,10666774.916439699,0.0,0.0,0.07094459765683138,0.9805231286490614,51968020.77032385,0.0
0.7,2,0.0,0.08868158242384191,0.9751677396594629,20554172.825013544,0.0,0.0,0.07855121796849585,0.9732647166516649,13997254.947896892,0.0,0.0,0.08202494841522752,0.9737672599859453,17923157.641056214,0.0,0.0,0.11599215136429142,0.9657675612100775,10622843.128557956,0.0,0.0,0.08048071735916165,0.9737678922183649,49734014.01896763,0.0
0.7,3,0.0,0.09094624222332175,0.9702239465329142,19237028.40637979,0.0,0.0,0.09314410245665249,0.9728046207210822,14053144.128404357,0.0,0.0,0.08926551818416575,0.9785086708643463,17997862.128197577,0.0,0.0,0.056924033055981836,0.9831148021707188,10870794.960167343,0.0,0.0,0.12806664716809388,0.961940502127724,49489922.758714765,0.0
0.7,4,0.0,0.07302996379334305,0.9758270724395105,20100462.980029088,0.0,0.0,0.09014757249719561,0.9751912479558159,13890191.190639848,0.0,0.0,0.06491738021121189,0.9785430360155365,18067683.30095315,0.0,0.043478260869565216,0.14105826513954237,0.9626640044732419,10863503.546719719,0.0,0.0,0.10289378958735548,0.9699384958336981,47628272.15510378,0.0
